job_id,job_title,company,sector,location,country,remote_type,experience_level,salary_usd_annual,required_skills,primary_llm_mentioned,education_required,date_posted,job_description_length,applies_count,visa_sponsorship,years_experience_min,company_size,is_contract,has_equity
AIJOB00996,ML Engineer,Meta AI,Tech,"Chicago, IL",IL,Remote,Entry (0-2 yrs),66458,"OpenAI API, AWS SageMaker, FastAPI, Weights & Biases, Python, JAX, MLflow",None,Bachelor's,2024-12-12,816,3850,Yes,0,51-200,Full-time,No
AIJOB00997,NLP Engineer,Stability AI,Government,"Seattle, WA",WA,Hybrid,Entry (0-2 yrs),92650,"LangChain, Kubernetes, Spark, GCP Vertex AI, SQL, FastAPI, Hugging Face Transformers",None,PhD,2024-11-16,1297,3734,No,0,5000+,Full-time,Yes
AIJOB00998,Deep Learning Engineer,Uber AI,Energy,"New York, NY",NY,Remote,Entry (0-2 yrs),78074,"ChromaDB, Python, Spark, CUDA, RAG, JAX, Fine-tuning",None,Bachelor's,2024-09-06,1884,2947,No,0,201-1000,Full-time,No
AIJOB00999,GenAI Developer,Cohere,Defense,"Dublin, Ireland",Ireland,Remote,Staff/Principal (8+ yrs),179437,"MLflow, JAX, OpenAI API, dbt",Mistral,Master's,2024-12-14,1835,3540,Yes,6,1-50,Full-time,No
AIJOB01000,Data Scientist (AI/ML),Mistral AI,Automotive,"Austin, TX",TX,Remote,Senior (5-8 yrs),165459,"C++, Python, TensorFlow, Vector Databases, OpenAI API",None,Bachelor's,2024-03-23,1902,762,No,4,1001-5000,Full-time,Yes
AIJOB01001,ML Engineer,Anthropic,Tech,"Zurich, Switzerland",Switzerland,Hybrid,Mid (2-5 yrs),137707,"Rust, Kubernetes, AWS SageMaker, GCP Vertex AI",None,PhD,2024-03-17,430,2350,Yes,2,1001-5000,Contract,Yes
AIJOB01002,GenAI Developer,Deloitte AI,Healthcare,"Stockholm, Sweden",Sweden,Hybrid,Entry (0-2 yrs),81650,"Docker, Kubernetes, Python, LlamaIndex, LangChain, TensorFlow, RAG",Llama,Master's,2024-07-30,326,1163,Maybe,0,201-1000,Part-time,No
AIJOB01003,Reinforcement Learning Engineer,Accenture AI,Media,"Zurich, Switzerland",Switzerland,Hybrid,Senior (5-8 yrs),151610,"GCP Vertex AI, CUDA, ChromaDB, Hugging Face Transformers, TensorFlow, Rust",Grok,Master's,2024-10-05,1918,200,Yes,4,51-200,Full-time,No
AIJOB01004,Data Scientist (AI/ML),Uber AI,Education,"Berlin, Germany",Germany,Hybrid,Entry (0-2 yrs),61848,"Hugging Face Transformers, TensorFlow, Docker, RLHF, Rust, Python, MLflow",GPT-4,Bachelor's,2024-06-30,1710,3458,Yes,0,5000+,Full-time,Yes
AIJOB01005,Data Scientist (AI/ML),Uber AI,Education,"Tokyo, Japan",Japan,Hybrid,Entry (0-2 yrs),78797,"Azure ML, Pinecone, Rust",Grok,PhD,2024-03-28,1799,2326,Yes,0,1-50,Contract,No
AIJOB01006,MLOps Engineer,Scale AI,Energy,"Austin, TX",TX,Hybrid,Senior (5-8 yrs),160624,"JAX, GCP Vertex AI, ChromaDB, Weights & Biases, RLHF, MLflow, Vector Databases",Claude,Master's,2024-02-11,506,3083,Maybe,4,201-1000,Contract,No
AIJOB01007,AI Platform Engineer,JPMorgan AI,Tech,"Seattle, WA",WA,Hybrid,Mid (2-5 yrs),127724,"LlamaIndex, Pinecone, ChromaDB, Vector Databases, Hugging Face Transformers, CUDA, Docker",Mistral,Master's,2024-07-11,2404,575,Yes,2,1001-5000,Full-time,Yes
AIJOB01008,RAG Engineer,Snowflake,Automotive,"Tokyo, Japan",Japan,Remote,Mid (2-5 yrs),122576,"LlamaIndex, dbt, PyTorch, Docker",Mistral,Master's,2024-03-06,839,3796,No,2,5000+,Contract,Yes
AIJOB01009,AI Solutions Architect,Hugging Face,Healthcare,"San Francisco, CA",CA,Hybrid,Mid (2-5 yrs),130781,"LlamaIndex, PyTorch, Spark",GPT-4,Bachelor's,2025-01-11,837,544,No,2,1001-5000,Full-time,No
AIJOB01010,Prompt Engineer,Palantir,Automotive,"Boston, MA",MA,Hybrid,Mid (2-5 yrs),99402,"Pinecone, TensorFlow, Fine-tuning, GCP Vertex AI",None,Master's,2024-01-22,311,2804,Maybe,2,1-50,Full-time,No
AIJOB01011,GenAI Developer,Tesla AI,Finance,"Bangalore, India",India,Hybrid,Staff/Principal (8+ yrs),247426,"LangChain, SQL, Weaviate, Kubernetes, LlamaIndex, TensorFlow, dbt",Gemini,Master's,2024-07-22,603,1933,No,6,5000+,Full-time,No
AIJOB01012,AI Safety Researcher,Scale AI,Healthcare,"London, UK",UK,On-site,Mid (2-5 yrs),113912,"Kubernetes, C++, Weights & Biases, Weaviate, Docker",BLOOM,Bachelor's,2024-01-15,632,3292,Maybe,2,1-50,Full-time,Yes
AIJOB01013,ML Engineer,Uber AI,Healthcare,"Chicago, IL",IL,Hybrid,Senior (5-8 yrs),206032,"C++, RAG, RLHF, FastAPI, PyTorch, CUDA",BLOOM,Bachelor's,2024-07-07,2397,3303,No,4,201-1000,Full-time,No
AIJOB01014,Computer Vision Engineer,Adobe Firefly,Media,"New York, NY",NY,Remote,Senior (5-8 yrs),131391,"OpenAI API, dbt, AWS SageMaker, SQL, FastAPI, JAX",None,Master's,2024-08-08,1538,2661,No,4,51-200,Full-time,Yes
AIJOB01015,Data Scientist (AI/ML),Baidu,Healthcare,"Berlin, Germany",Germany,Remote,Staff/Principal (8+ yrs),262494,"TensorFlow, AWS SageMaker, LlamaIndex",BLOOM,Bootcamp/Self-taught,2025-03-03,1707,3863,No,6,201-1000,Full-time,Yes
AIJOB01016,Foundation Model Engineer,Uber AI,Finance,"Stockholm, Sweden",Sweden,Hybrid,Entry (0-2 yrs),72493,"LangChain, Weights & Biases, SQL, Fine-tuning, LlamaIndex, Spark, Kubernetes",None,Master's,2024-10-31,1857,1089,Yes,0,5000+,Full-time,Yes
AIJOB01017,AI Research Scientist,Apple ML,Tech,"Bangalore, India",India,On-site,Senior (5-8 yrs),132411,"dbt, PyTorch, Azure ML, Weaviate, Kubernetes",Mistral,PhD,2024-04-05,1286,327,Yes,4,201-1000,Contract,No
AIJOB01018,Deep Learning Engineer,Adobe Firefly,Automotive,"Boston, MA",MA,On-site,Entry (0-2 yrs),63903,"CUDA, RLHF, FastAPI, Weights & Biases, RAG",None,Master's,2024-05-16,2157,1654,No,0,201-1000,Contract,No
AIJOB01019,AI Product Manager,Accenture AI,Energy,"Boston, MA",MA,On-site,Mid (2-5 yrs),103657,"ChromaDB, Vector Databases, CUDA, Docker, RAG",Grok,Master's,2024-08-11,560,1774,Yes,2,201-1000,Full-time,Yes
AIJOB01020,NLP Engineer,Tesla AI,Healthcare,"San Francisco, CA",CA,Hybrid,Senior (5-8 yrs),161452,"GCP Vertex AI, C++, SQL, AWS SageMaker, Pinecone, TensorFlow, JAX",BLOOM,Master's,2024-01-05,1820,2368,No,4,201-1000,Contract,Yes
AIJOB01021,GenAI Developer,Hugging Face,Healthcare,"Bangalore, India",India,On-site,Entry (0-2 yrs),76587,"Kubernetes, Azure ML, FastAPI, MLflow",Claude,Master's,2024-05-21,1471,225,Maybe,0,201-1000,Full-time,No
AIJOB01022,GenAI Developer,Palantir,Retail,"Los Angeles, CA",CA,On-site,Mid (2-5 yrs),98640,"JAX, AWS SageMaker, OpenAI API, MLflow, Rust",Grok,Master's,2024-06-03,2175,935,Yes,2,1-50,Full-time,No
AIJOB01023,Prompt Engineer,Uber AI,Energy,"Dublin, Ireland",Ireland,On-site,Staff/Principal (8+ yrs),199123,"LangChain, TensorFlow, Azure ML, Weights & Biases",Claude,Bachelor's,2024-03-26,940,866,No,6,201-1000,Contract,Yes
AIJOB01024,Foundation Model Engineer,Uber AI,Tech,"Amsterdam, Netherlands",Netherlands,Remote,Staff/Principal (8+ yrs),277121,"PyTorch, LangChain, Vector Databases, OpenAI API, Spark, Hugging Face Transformers",None,Master's,2024-12-14,1983,3273,No,6,51-200,Full-time,Yes
AIJOB01025,Reinforcement Learning Engineer,ByteDance,Tech,"Zurich, Switzerland",Switzerland,Remote,Mid (2-5 yrs),144205,"Fine-tuning, OpenAI API, RLHF, Python, LangChain",GPT-4,Bootcamp/Self-taught,2024-12-15,1762,3349,Yes,2,1001-5000,Part-time,Yes
AIJOB01026,AI Solutions Architect,Amazon AWS AI,Healthcare,"Dublin, Ireland",Ireland,Hybrid,Senior (5-8 yrs),161780,"Python, LlamaIndex, Vector Databases",None,Bachelor's,2024-01-24,1063,1319,No,4,51-200,Full-time,Yes
AIJOB01027,NLP Engineer,Snowflake,Healthcare,"Zurich, Switzerland",Switzerland,Hybrid,Mid (2-5 yrs),110752,"FastAPI, RAG, Pinecone, Rust",Claude,Bootcamp/Self-taught,2024-03-04,1112,508,Yes,2,5000+,Full-time,No
AIJOB01028,Foundation Model Engineer,Tesla AI,Government,"Toronto, Canada",Canada,On-site,Staff/Principal (8+ yrs),204321,"Spark, Hugging Face Transformers, ChromaDB, Weights & Biases, JAX, Vector Databases, Kubernetes",Falcon,PhD,2024-01-14,1173,3735,Yes,6,51-200,Full-time,No
AIJOB01029,Reinforcement Learning Engineer,Morgan Stanley AI,Retail,"Tokyo, Japan",Japan,Remote,Mid (2-5 yrs),122147,"SQL, Hugging Face Transformers, Python, AWS SageMaker, Azure ML, Vector Databases, MLflow",None,PhD,2024-09-24,1223,539,Yes,2,1001-5000,Full-time,Yes
AIJOB01030,ML Engineer,Meta AI,Energy,"Chicago, IL",IL,Remote,Staff/Principal (8+ yrs),163179,"RLHF, PyTorch, Pinecone, Hugging Face Transformers, RAG, SQL, Vector Databases",None,PhD,2024-01-26,1118,1571,Yes,6,1-50,Full-time,Yes
AIJOB01031,Prompt Engineer,Salesforce Einstein,Automotive,"Stockholm, Sweden",Sweden,Remote,Senior (5-8 yrs),143050,"Spark, Hugging Face Transformers, MLflow, TensorFlow, Vector Databases, dbt, JAX",Mistral,PhD,2024-10-12,2259,830,No,4,201-1000,Full-time,Yes
AIJOB01032,MLOps Engineer,Stability AI,Energy,"Berlin, Germany",Germany,On-site,Mid (2-5 yrs),76962,"Python, Spark, LangChain, FastAPI, SQL, AWS SageMaker, Docker",None,Bootcamp/Self-taught,2024-12-30,931,2948,No,2,51-200,Full-time,No
AIJOB01033,Deep Learning Engineer,ByteDance,Education,"Chicago, IL",IL,Remote,Entry (0-2 yrs),75030,"GCP Vertex AI, OpenAI API, Azure ML, Spark, PyTorch, RAG, Kubernetes",None,PhD,2025-03-30,1302,283,Maybe,0,1-50,Full-time,Yes
AIJOB01034,AI Infrastructure Engineer,Mistral AI,Healthcare,"London, UK",UK,On-site,Senior (5-8 yrs),167474,"dbt, GCP Vertex AI, Kubernetes, Weaviate, AWS SageMaker, LangChain",None,Bachelor's,2024-01-04,593,910,No,4,51-200,Full-time,Yes
AIJOB01035,NLP Engineer,OpenAI,Government,"Paris, France",France,Hybrid,Staff/Principal (8+ yrs),182605,"dbt, Azure ML, RAG, TensorFlow, GCP Vertex AI, Weights & Biases",Command R,Master's,2025-01-03,597,3283,Yes,6,1-50,Full-time,Yes
AIJOB01036,Computer Vision Engineer,Anthropic,Defense,"Seattle, WA",WA,Hybrid,Entry (0-2 yrs),89832,"GCP Vertex AI, Fine-tuning, Docker, Python, ChromaDB",None,PhD,2024-12-10,1166,2430,No,0,5000+,Full-time,No
AIJOB01037,ML Engineer,Meta AI,Healthcare,"San Francisco, CA",CA,On-site,Staff/Principal (8+ yrs),155872,"Hugging Face Transformers, Fine-tuning, dbt, Python, TensorFlow",Command R,PhD,2024-01-10,667,623,No,6,51-200,Full-time,No
AIJOB01038,AI Ethics Researcher,Snowflake,Education,"Bangalore, India",India,Hybrid,Staff/Principal (8+ yrs),147282,"RAG, PyTorch, ChromaDB, Pinecone, Vector Databases, OpenAI API",BLOOM,Bachelor's,2024-11-27,1059,550,No,6,1001-5000,Full-time,Yes
AIJOB01039,AI Product Manager,Samsung AI,Automotive,"Stockholm, Sweden",Sweden,Remote,Staff/Principal (8+ yrs),208080,"Spark, dbt, ChromaDB, JAX",None,Bachelor's,2024-05-01,675,2590,No,6,201-1000,Full-time,Yes
AIJOB01040,Foundation Model Engineer,Accenture AI,Government,"Toronto, Canada",Canada,Remote,Senior (5-8 yrs),178271,"Hugging Face Transformers, LangChain, ChromaDB",GPT-4,Master's,2024-03-15,1848,1125,Maybe,4,5000+,Full-time,No
AIJOB01041,NLP Engineer,Baidu,Media,"San Francisco, CA",CA,Hybrid,Staff/Principal (8+ yrs),260621,"Fine-tuning, Weaviate, RLHF, RAG",Phi,Master's,2024-01-01,1519,2354,No,6,1001-5000,Part-time,No
AIJOB01042,LLM Engineer,Mistral AI,Retail,Singapore,Singapore,Remote,Staff/Principal (8+ yrs),183480,"MLflow, PyTorch, Docker, GCP Vertex AI, CUDA, Python",Falcon,Master's,2024-06-26,454,2421,No,6,201-1000,Full-time,No
AIJOB01043,Reinforcement Learning Engineer,Samsung AI,Government,"Seattle, WA",WA,Remote,Staff/Principal (8+ yrs),238832,"Spark, Azure ML, LlamaIndex, ChromaDB, MLflow, RAG, Kubernetes",GPT-4,Master's,2024-11-21,332,744,No,6,1-50,Full-time,Yes
AIJOB01044,AI Ethics Researcher,Accenture AI,Government,"Los Angeles, CA",CA,Remote,Mid (2-5 yrs),109237,"SQL, AWS SageMaker, Pinecone, CUDA, Weaviate",None,Master's,2024-02-10,1728,3788,No,2,1001-5000,Full-time,No
AIJOB01045,Computer Vision Engineer,Adobe Firefly,Defense,"Paris, France",France,Remote,Senior (5-8 yrs),145339,"Rust, JAX, AWS SageMaker",BLOOM,Master's,2024-05-11,1293,3425,No,4,201-1000,Full-time,No
AIJOB01046,GenAI Developer,SAP AI,Education,"Los Angeles, CA",CA,Remote,Senior (5-8 yrs),173858,"Hugging Face Transformers, LlamaIndex, Kubernetes, PyTorch, ChromaDB, GCP Vertex AI, Pinecone",Grok,PhD,2024-09-26,1195,2367,No,4,5000+,Full-time,No
AIJOB01047,AI Safety Researcher,Samsung AI,Healthcare,"London, UK",UK,Remote,Senior (5-8 yrs),167612,"JAX, FastAPI, ChromaDB",GPT-4,Bachelor's,2024-02-23,2260,3129,Yes,4,201-1000,Full-time,No
AIJOB01048,AI Solutions Architect,Microsoft AI,Tech,"Sydney, Australia",Australia,Hybrid,Mid (2-5 yrs),78787,"Azure ML, GCP Vertex AI, Vector Databases, Rust, ChromaDB, LlamaIndex",None,Bachelor's,2025-02-05,475,1246,No,2,1001-5000,Contract,Yes
AIJOB01049,LLM Engineer,Meta AI,Healthcare,"Tokyo, Japan",Japan,Remote,Mid (2-5 yrs),139235,"LlamaIndex, JAX, Weights & Biases",None,PhD,2024-01-28,1135,3015,Maybe,2,201-1000,Contract,No
AIJOB01050,Foundation Model Engineer,Hugging Face,Government,Singapore,Singapore,Remote,Staff/Principal (8+ yrs),249683,"Python, Weaviate, Fine-tuning, Rust, TensorFlow, ChromaDB",Claude,Master's,2024-06-21,1074,1072,No,6,1001-5000,Full-time,Yes
AIJOB01051,GenAI Developer,SAP AI,Healthcare,"New York, NY",NY,On-site,Senior (5-8 yrs),133109,"OpenAI API, C++, Fine-tuning, Hugging Face Transformers",None,Bachelor's,2024-05-31,1318,808,No,4,201-1000,Full-time,Yes
AIJOB01052,Prompt Engineer,Salesforce Einstein,Tech,"Sydney, Australia",Australia,Remote,Entry (0-2 yrs),74987,"Fine-tuning, Pinecone, Weights & Biases, MLflow, dbt, FastAPI, RAG",None,Bachelor's,2024-08-18,1585,2921,No,0,51-200,Full-time,Yes
AIJOB01053,AI Safety Researcher,Anthropic,Education,"Berlin, Germany",Germany,On-site,Entry (0-2 yrs),76224,"Spark, dbt, Vector Databases",Mistral,Bachelor's,2024-11-30,453,1247,Yes,0,201-1000,Full-time,Yes
AIJOB01054,AI Solutions Architect,Accenture AI,Healthcare,"Toronto, Canada",Canada,Remote,Entry (0-2 yrs),73284,"Docker, Fine-tuning, RAG, GCP Vertex AI, Hugging Face Transformers, RLHF, Rust",None,Bachelor's,2024-10-13,846,2141,Maybe,0,5000+,Contract,Yes
AIJOB01055,AI Engineer,Hugging Face,Media,"Austin, TX",TX,Remote,Mid (2-5 yrs),99103,"OpenAI API, JAX, Python, Kubernetes",Llama,Master's,2024-02-25,577,3016,No,2,1001-5000,Contract,Yes
AIJOB01056,AI Engineer,Apple ML,Tech,"Los Angeles, CA",CA,Remote,Staff/Principal (8+ yrs),175821,"SQL, Azure ML, FastAPI, GCP Vertex AI, Kubernetes, Weights & Biases, PyTorch",Falcon,Bachelor's,2024-09-01,1008,3738,Yes,6,5000+,Full-time,Yes
AIJOB01057,AI Infrastructure Engineer,Deloitte AI,Tech,"Paris, France",France,Remote,Mid (2-5 yrs),109494,"PyTorch, LlamaIndex, Weaviate, AWS SageMaker",Grok,Bachelor's,2024-05-18,967,3932,Yes,2,51-200,Full-time,No
AIJOB01058,ML Engineer,Mistral AI,Automotive,"Los Angeles, CA",CA,On-site,Staff/Principal (8+ yrs),242218,"RLHF, Weights & Biases, FastAPI, LangChain, Vector Databases, Spark, CUDA",None,Master's,2024-05-12,1049,3801,No,6,1001-5000,Full-time,No
AIJOB01059,RAG Engineer,Tesla AI,Tech,"Berlin, Germany",Germany,Hybrid,Staff/Principal (8+ yrs),219569,"GCP Vertex AI, Pinecone, CUDA, TensorFlow",Falcon,PhD,2024-08-28,1705,1588,No,6,5000+,Full-time,Yes
AIJOB01060,Foundation Model Engineer,Meta AI,Healthcare,"Paris, France",France,Hybrid,Mid (2-5 yrs),102661,"RLHF, ChromaDB, FastAPI, TensorFlow",None,Bachelor's,2024-11-17,493,498,No,2,5000+,Full-time,No
AIJOB01061,RAG Engineer,Tesla AI,Healthcare,"Tokyo, Japan",Japan,Remote,Staff/Principal (8+ yrs),227781,"CUDA, PyTorch, C++, Vector Databases, AWS SageMaker, MLflow",Llama,Master's,2024-02-07,1331,2854,No,6,5000+,Full-time,No
AIJOB01062,Prompt Engineer,Google DeepMind,Government,"London, UK",UK,Remote,Staff/Principal (8+ yrs),97452,"RAG, Weights & Biases, Docker, Kubernetes, Rust, Weaviate",Gemini,PhD,2024-03-13,912,601,Yes,6,51-200,Full-time,Yes
AIJOB01063,Computer Vision Engineer,Cohere,Automotive,Singapore,Singapore,On-site,Staff/Principal (8+ yrs),241355,"MLflow, Weaviate, C++",Mistral,Master's,2025-01-13,375,1258,No,6,5000+,Full-time,No
AIJOB01064,AI Product Manager,Accenture AI,Energy,"Amsterdam, Netherlands",Netherlands,Hybrid,Entry (0-2 yrs),50000,"Python, CUDA, Azure ML, SQL",None,Master's,2025-02-15,592,2517,No,0,201-1000,Full-time,No
AIJOB01065,AI Infrastructure Engineer,Palantir,Retail,"Tokyo, Japan",Japan,Hybrid,Senior (5-8 yrs),140214,"Fine-tuning, Spark, dbt, OpenAI API, Hugging Face Transformers, SQL",None,Bachelor's,2024-04-03,2152,3783,No,4,201-1000,Contract,Yes
AIJOB01066,AI Solutions Architect,Adobe Firefly,Healthcare,"San Francisco, CA",CA,Remote,Mid (2-5 yrs),87830,"Azure ML, Weaviate, TensorFlow, LlamaIndex, SQL, Rust",Falcon,Bachelor's,2025-03-29,1470,489,Yes,2,1001-5000,Full-time,Yes
AIJOB01067,AI Product Manager,Amazon AWS AI,Defense,"Zurich, Switzerland",Switzerland,Remote,Senior (5-8 yrs),115043,"RLHF, dbt, Weights & Biases, Rust",BLOOM,PhD,2024-08-11,1036,185,No,4,1-50,Full-time,Yes
AIJOB01068,Foundation Model Engineer,OpenAI,Automotive,"Stockholm, Sweden",Sweden,Remote,Entry (0-2 yrs),84626,"Weights & Biases, LangChain, Kubernetes, Spark",GPT-4,Master's,2024-04-09,1219,2895,Maybe,0,1-50,Contract,Yes
AIJOB01069,AI Research Scientist,JPMorgan AI,Media,"Toronto, Canada",Canada,Hybrid,Entry (0-2 yrs),64106,"Pinecone, dbt, JAX, LangChain, MLflow",Gemini,Master's,2024-07-09,2494,2055,Maybe,0,201-1000,Contract,Yes
AIJOB01070,AI Safety Researcher,Amazon AWS AI,Defense,"Dublin, Ireland",Ireland,Remote,Entry (0-2 yrs),74365,"PyTorch, RAG, AWS SageMaker, C++, FastAPI, LlamaIndex, dbt",BLOOM,Bootcamp/Self-taught,2024-10-11,2339,1821,No,0,1001-5000,Full-time,Yes
AIJOB01071,AI Product Manager,Apple ML,Automotive,"Chicago, IL",IL,Remote,Staff/Principal (8+ yrs),198310,"Weights & Biases, AWS SageMaker, FastAPI, JAX, LangChain, SQL",Gemini,Master's,2025-03-21,757,2510,Yes,6,1001-5000,Contract,Yes
AIJOB01072,MLOps Engineer,Deloitte AI,Finance,"San Francisco, CA",CA,Remote,Mid (2-5 yrs),119445,"AWS SageMaker, Hugging Face Transformers, SQL",Llama,Bachelor's,2024-02-02,2289,3850,No,2,5000+,Contract,No
AIJOB01073,Prompt Engineer,Hugging Face,Defense,"Tel Aviv, Israel",Israel,On-site,Entry (0-2 yrs),70967,"C++, FastAPI, Fine-tuning, ChromaDB",Grok,Master's,2024-08-16,695,2679,Yes,0,51-200,Full-time,No
AIJOB01074,ML Engineer,SAP AI,Healthcare,"Los Angeles, CA",CA,Remote,Mid (2-5 yrs),84596,"MLflow, Python, PyTorch, Azure ML",None,Master's,2024-01-11,1092,2238,No,2,1-50,Full-time,No
AIJOB01075,AI Product Manager,Uber AI,Media,"Amsterdam, Netherlands",Netherlands,Remote,Mid (2-5 yrs),129726,"Weaviate, MLflow, Python, Azure ML",Gemini,PhD,2024-09-28,1000,2713,No,2,5000+,Full-time,No
AIJOB01076,RAG Engineer,IBM Watson,Defense,"Toronto, Canada",Canada,On-site,Staff/Principal (8+ yrs),182224,"Kubernetes, CUDA, JAX, Hugging Face Transformers, Weaviate, OpenAI API",None,PhD,2025-01-22,1134,888,No,6,1001-5000,Contract,Yes
AIJOB01077,AI Product Manager,Google DeepMind,Finance,"Stockholm, Sweden",Sweden,On-site,Entry (0-2 yrs),50387,"Hugging Face Transformers, RAG, RLHF, LangChain, Kubernetes, Fine-tuning",Claude,Bachelor's,2025-01-19,2371,3250,Yes,0,51-200,Contract,Yes
AIJOB01078,RAG Engineer,SAP AI,Tech,"Boston, MA",MA,On-site,Mid (2-5 yrs),101523,"Weights & Biases, CUDA, TensorFlow, Pinecone, Vector Databases, GCP Vertex AI, MLflow",None,Master's,2024-08-24,2275,2029,No,2,1-50,Full-time,No
AIJOB01079,AI Solutions Architect,DataBricks,Media,"San Francisco, CA",CA,Hybrid,Mid (2-5 yrs),139715,"LangChain, CUDA, Spark, Docker, Kubernetes, TensorFlow, SQL",Grok,Bachelor's,2024-10-02,2360,2855,Yes,2,5000+,Full-time,No
AIJOB01080,GenAI Developer,Scale AI,Government,"Boston, MA",MA,Hybrid,Senior (5-8 yrs),172955,"MLflow, C++, Weights & Biases",BLOOM,Master's,2024-04-01,1935,2196,No,4,51-200,Full-time,Yes
AIJOB01081,Prompt Engineer,ByteDance,Tech,"Austin, TX",TX,Remote,Mid (2-5 yrs),103096,"Pinecone, ChromaDB, CUDA, Hugging Face Transformers, GCP Vertex AI, FastAPI, Kubernetes",BLOOM,PhD,2024-06-06,1520,3641,Yes,2,5000+,Full-time,Yes
AIJOB01082,AI Infrastructure Engineer,Salesforce Einstein,Tech,"Tokyo, Japan",Japan,Remote,Mid (2-5 yrs),103084,"TensorFlow, FastAPI, RLHF, ChromaDB, SQL",GPT-4,Master's,2024-10-29,2173,1267,No,2,1001-5000,Full-time,Yes
AIJOB01083,AI Platform Engineer,DataBricks,Retail,"Chicago, IL",IL,Remote,Senior (5-8 yrs),141315,"Rust, SQL, Pinecone, CUDA",BLOOM,Bachelor's,2024-09-17,2177,2135,Maybe,4,201-1000,Full-time,No
AIJOB01084,RAG Engineer,IBM Watson,Media,"Chicago, IL",IL,Remote,Entry (0-2 yrs),96167,"Python, Docker, AWS SageMaker, GCP Vertex AI, JAX, SQL, Hugging Face Transformers",None,PhD,2024-10-26,1638,3962,Yes,0,1-50,Full-time,Yes
AIJOB01085,Reinforcement Learning Engineer,Stability AI,Energy,"Chicago, IL",IL,Remote,Entry (0-2 yrs),74812,"JAX, PyTorch, Python, Weaviate, Hugging Face Transformers, Docker, Rust",None,Bachelor's,2024-10-10,1207,12,No,0,5000+,Full-time,Yes
AIJOB01086,ML Engineer,SAP AI,Finance,"Tel Aviv, Israel",Israel,Remote,Senior (5-8 yrs),161611,"Weaviate, Kubernetes, SQL, C++, Weights & Biases, Vector Databases, Docker",None,Master's,2025-02-21,2003,3555,Yes,4,51-200,Part-time,Yes
AIJOB01087,AI Solutions Architect,Stability AI,Retail,"New York, NY",NY,Remote,Entry (0-2 yrs),82981,"Weights & Biases, RAG, FastAPI, dbt, LangChain",Grok,Bachelor's,2024-01-24,1764,1596,No,0,5000+,Full-time,No
AIJOB01088,Reinforcement Learning Engineer,Morgan Stanley AI,Tech,"Los Angeles, CA",CA,Remote,Senior (5-8 yrs),156447,"FastAPI, Vector Databases, Weights & Biases, Python, Spark, LangChain, Pinecone",BLOOM,Bachelor's,2024-01-27,1135,1761,No,4,1-50,Full-time,Yes
AIJOB01089,NLP Engineer,Palantir,Energy,"Amsterdam, Netherlands",Netherlands,Remote,Senior (5-8 yrs),143005,"RAG, Vector Databases, Docker",None,Bootcamp/Self-taught,2024-10-31,1941,3362,Maybe,4,51-200,Full-time,Yes
AIJOB01090,AI Research Scientist,Meta AI,Defense,"London, UK",UK,Remote,Mid (2-5 yrs),106112,"SQL, Fine-tuning, Vector Databases, LlamaIndex, GCP Vertex AI, CUDA, Hugging Face Transformers",Gemini,Bachelor's,2024-06-25,1266,892,Maybe,2,201-1000,Full-time,Yes
AIJOB01091,AI Infrastructure Engineer,Amazon AWS AI,Finance,"Tel Aviv, Israel",Israel,On-site,Senior (5-8 yrs),148066,"AWS SageMaker, dbt, Rust, GCP Vertex AI, Azure ML, SQL, Kubernetes",Falcon,PhD,2024-06-04,1249,2198,Yes,4,1-50,Full-time,Yes
AIJOB01092,AI Research Scientist,Tesla AI,Tech,"Austin, TX",TX,Hybrid,Senior (5-8 yrs),148994,"Hugging Face Transformers, MLflow, C++",None,Bachelor's,2024-04-21,1320,1625,Yes,4,51-200,Part-time,No
AIJOB01093,LLM Engineer,Salesforce Einstein,Energy,"Paris, France",France,On-site,Staff/Principal (8+ yrs),226194,"Spark, RLHF, Vector Databases, Hugging Face Transformers",Mistral,PhD,2024-11-23,1719,2286,No,6,201-1000,Full-time,Yes
AIJOB01094,AI Safety Researcher,Mistral AI,Education,"Toronto, Canada",Canada,Hybrid,Senior (5-8 yrs),151402,"MLflow, CUDA, GCP Vertex AI, LangChain",Phi,Master's,2024-06-26,644,1847,Yes,4,201-1000,Contract,No
AIJOB01095,ML Engineer,Accenture AI,Healthcare,"Sydney, Australia",Australia,Hybrid,Senior (5-8 yrs),169781,"RLHF, AWS SageMaker, Docker, Vector Databases, Kubernetes, Azure ML",Falcon,Bachelor's,2024-05-12,2466,3007,No,4,201-1000,Full-time,No
AIJOB01096,Reinforcement Learning Engineer,IBM Watson,Energy,"Boston, MA",MA,Hybrid,Entry (0-2 yrs),68982,"RLHF, OpenAI API, Docker, AWS SageMaker, SQL, CUDA, PyTorch",Command R,Bachelor's,2024-12-25,1099,521,No,0,1001-5000,Full-time,No
AIJOB01097,MLOps Engineer,Salesforce Einstein,Finance,"Dublin, Ireland",Ireland,On-site,Mid (2-5 yrs),111556,"PyTorch, Pinecone, Vector Databases, CUDA, Weaviate, Hugging Face Transformers",None,Master's,2024-04-03,1013,1975,No,2,51-200,Full-time,No
